ID,Property URL,MLS ID,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC
24,https://www.zillow.com/homedetails/1550-W-Southern-Ave-LOT-7-Phoenix-AZ-85041/2105928190_zpid/,,50000,4/19/2023,1040,sqft,48.08,,,2,2,1550 W Southern Ave LOT 7,Phoenix,85041,AZ,USA,1
25,https://www.zillow.com/homedetails/6520-E-Palo-Verde-Ln-Phoenix-AZ-85028/240136546_zpid/,,50100,7/26/2023,,,,1.04,acres,,,6520 E Palo Verde Ln,Phoenix,85028,AZ,USA,0
26,https://www.zillow.com/homedetails/615-W-Southgate-Ave-Phoenix-AZ-85041/338664945_zpid/,,51500,4/30/2021,,,,7500,sqft,,,615 W Southgate Ave,Phoenix,85041,AZ,USA,0
27,https://www.zillow.com/homedetails/6507-W-Glenrosa-Ave-Phoenix-AZ-85033/7717385_zpid/,,51800,9/3/2021,1529,sqft,33.88,9431,sqft,3,2,6507 W Glenrosa Ave,Phoenix,85033,AZ,USA,1
28,https://www.zillow.com/homedetails/4330-N-5th-Ave-APT-202-Phoenix-AZ-85013/7770496_zpid/,,51879,7/1/2022,1454,sqft,35.68,628,sqft,,4,4330 N 5th Ave APT 202,Phoenix,85013,AZ,USA,1
29,https://www.zillow.com/homedetails/500-N-67th-Ave-176-Phoenix-AZ-85043/2058277169_zpid/,,52000,7/19/2023,1680,sqft,30.95,,,2,2,500 N 67th Ave #176,Phoenix,85043,AZ,USA,1
30,https://www.zillow.com/homedetails/2636-N-43rd-Ave-3C-Phoenix-AZ-85009/7495121_zpid/,,52500,4/16/2021,1036,sqft,50.68,2657,sqft,2,1.5,2636 N 43rd Ave #3C,Phoenix,85009,AZ,USA,1
31,https://www.zillow.com/homedetails/2640-N-43rd-Ave-5C-Phoenix-AZ-85009/7495128_zpid/,,52500,4/16/2021,1036,sqft,50.68,3406,sqft,2,1,2640 N 43rd Ave #5C,Phoenix,85009,AZ,USA,1
32,https://www.zillow.com/homedetails/6655-W-Ash-Dr-Phoenix-AZ-85018/299873945_zpid/,,52500,7/30/2021,,,,1.41,acres,,,6655 W Ash Dr,Phoenix,85018,AZ,USA,0
33,https://www.zillow.com/homedetails/16005-N-32nd-St-108-Phoenix-AZ-85032/2063055246_zpid/,,52500,5/23/2023,960,sqft,54.69,,,2,2,16005 N 32nd St #108,Phoenix,85032,AZ,USA,1
34,https://www.zillow.com/homedetails/2802-E-Escuda-Rd-Phoenix-AZ-85050/7994450_zpid/,,52704,9/1/2022,1456,sqft,36.2,9396,sqft,,,2802 E Escuda Rd,Phoenix,85050,AZ,USA,0
35,https://www.zillow.com/homedetails/9618-S-9th-Ave-Phoenix-AZ-85041/8132347_zpid/,,53000,7/1/2022,460,sqft,115.22,6673,sqft,,,9618 S 9th Ave,Phoenix,85041,AZ,USA,0
36,https://www.zillow.com/homedetails/6500-W-Palo-Verde-Ln-Phoenix-AZ-85028/240136548_zpid/,,53000,12/4/2023,,,,1.07,acres,,,6500 W Palo Verde Ln,Phoenix,85028,AZ,USA,0
37,https://www.zillow.com/homedetails/Paulden-Phoenix-AZ-85022/319961339_zpid/,,53000,7/12/2023,,,,1.77,acres,,,Paulden,Phoenix,85022,AZ,USA,0
38,https://www.zillow.com/homedetails/31614-N-Cave-Creek-Rd-Cave-Creek-AZ-85331/337518538_zpid/,,53000,8/25/2021,,,,5,acres,,,31614 N Cave Creek Rd,Cave Creek,85331,AZ,USA,0
39,https://www.zillow.com/homedetails/2650-W-Union-Hills-Dr-25-Phoenix-AZ-85027/2069791095_zpid/,,53000,10/22/2021,1152,sqft,46.01,,,3,2,2650 W Union Hills Dr #25,Phoenix,85027,AZ,USA,1
40,https://www.zillow.com/homedetails/3026-W-Holly-St-Phoenix-AZ-85009/62727958_zpid/,,53212,5/13/2022,755,sqft,70.48,6320,sqft,,1,3026 W Holly St,Phoenix,85009,AZ,USA,1
41,https://www.zillow.com/homedetails/16225-N-Cave-Creek-Rd-LOT-13-Phoenix-AZ-85032/2098043120_zpid/,,54000,5/19/2023,885,sqft,61.02,,,2,2,16225 N Cave Creek Rd LOT 13,Phoenix,85032,AZ,USA,1
42,https://www.zillow.com/homedetails/2676-N-43rd-Ave-23B-Phoenix-AZ-85009/7495197_zpid/,,55000,4/20/2021,1036,sqft,53.09,263,sqft,2,2,2676 N 43rd Ave #23B,Phoenix,85009,AZ,USA,1
43,https://www.zillow.com/homedetails/1526-E-Marguerite-Ave-Phoenix-AZ-85040/7525153_zpid/,,55000,9/16/2022,1520,sqft,36.18,6000,sqft,3,2,1526 E Marguerite Ave,Phoenix,85040,AZ,USA,1
44,https://www.zillow.com/homedetails/7632-S-42nd-St-Phoenix-AZ-85042/95087190_zpid/,,55000,12/14/2022,,,,6334,sqft,,,7632 S 42nd St,Phoenix,85042,AZ,USA,0
45,https://www.zillow.com/homedetails/7630-S-42nd-St-Phoenix-AZ-85042/95113559_zpid/,,55000,7/26/2022,,,,6334,sqft,,,7630 S 42nd St,Phoenix,85042,AZ,USA,0
46,https://www.zillow.com/homedetails/18220-N-68th-St-APT-350-Phoenix-AZ-85054/191852423_zpid/,,55000,,1177,sqft,46.73,,,2,2,18220 N 68th St APT 350,Phoenix,85054,AZ,USA,1
47,https://www.zillow.com/homedetails/6560-E-Palo-Verde-Ln-Phoenix-AZ-85028/240136542_zpid/,,55000,11/9/2023,,,,1.01,acres,,,6560 E Palo Verde Ln,Phoenix,85028,AZ,USA,0
48,https://www.zillow.com/homedetails/10401-N-Cave-Creek-Rd-161-Phoenix-AZ-85020/2060474649_zpid/,,55000,2/28/2023,1100,sqft,50,,,3,2,10401 N Cave Creek Rd #161,Phoenix,85020,AZ,USA,1
49,https://www.zillow.com/homedetails/2233-E-Behrend-Dr-LOT-173-Phoenix-AZ-85024/2061972438_zpid/,,55000,11/29/2023,784,sqft,70.15,,,2,1,2233 E Behrend Dr LOT 173,Phoenix,85024,AZ,USA,1
50,https://www.zillow.com/homedetails/1611-E-Villa-Rita-Dr-113-Phoenix-AZ-85022/2070495525_zpid/,,55000,6/17/2021,1152,sqft,47.74,3500,sqft,2,2,1611 E Villa Rita Dr #113,Phoenix,85022,AZ,USA,1
