"1019","1100 E  Bell Rd, Phoenix, AZ, 85022","Match","Exact","1100 E BELL RD, PHOENIX, AZ, 85022","-112.05829913709232,33.64038620242718","128382885","L"
"1018","601 W  Fillmore St, Phoenix, AZ, 85003","Match","Exact","601 W FILLMORE ST, PHOENIX, AZ, 85003","-112.08143226430809,33.45469310152174","128211903","L"
"1017","544 & 546 W  San Juan Ave, Phoenix, AZ, 85013","Match","Non_Exact","546 W SAN JUAN AVE, PHOENIX, AZ, 85013","-112.0818270442436,33.518954174737644","128205747","R"
"1259","2210 E Huntington Dr, Phoenix, AZ, 85040","Match","Exact","2210 E HUNTINGTON DR, PHOENIX, AZ, 85040","-112.03376097772781,33.39349136664174","623689140","R"
"1016","4304 E  Campbell Ave, Phoenix, AZ, 85018","Match","Exact","4304 E CAMPBELL AVE, PHOENIX, AZ, 85018","-111.9888528216648,33.502318426833256","128220221","L"
"1258","8330 N 21st Dr, Phoenix, AZ, 85021","Match","Exact","8330 N 21ST DR, PHOENIX, AZ, 85021","-112.10555247268854,33.557426190871354","128203060","L"
"1015","20660 N 40th St, Phoenix, AZ, 85050","Match","Exact","20660 N 40TH ST, PHOENIX, AZ, 85050","-111.9964924765195,33.67474552456525","649804030","R"
"1257","6033 N 23rd Ave, Phoenix, AZ, 85015","Match","Exact","6033 N 23RD AVE, PHOENIX, AZ, 85015","-112.10821475216153,33.52477240460405","128204590","R"
"830","15825 N  71st St, Scottsdale, AZ, 85254","Match","Exact","15825 N 71ST ST, SCOTTSDALE, AZ, 85254","-111.92768368764956,33.629980941077065","616527090","R"
"1014","8314 N 21st Dr, Phoenix, AZ, 85021","Match","Exact","8314 N 21ST DR, PHOENIX, AZ, 85021","-112.10560600174193,33.557509970099716","128203060","L"
"1256","16033 N 25th St, Phoenix, AZ, 85032","Match","Exact","16033 N 25TH ST, PHOENIX, AZ, 85032","-112.02847061069366,33.632577313240745","128353884","R"
"831","1135 E Mountain Vista Dr, Phoenix, AZ, 85048","Match","Exact","1135 E MOUNTAIN VISTA DR, PHOENIX, AZ, 85048","-112.05681820385468,33.30133361761733","128785058","R"
"1013","6534 N  27th Ave, Phoenix, AZ, 85017","Match","Exact","6534 N 27TH AVE, PHOENIX, AZ, 85017","-112.11696370080938,33.53251107221587","128579953","L"
"1255","1712 E Ocotillo Rd, Phoenix, AZ, 85016","Match","Exact","1712 E OCOTILLO RD, PHOENIX, AZ, 85016","-112.04493032706444,33.534688500399","128928440","L"
"832","7009 E  Acoma Dr Unit 1169, Scottsdale, AZ, 85254","Match","Exact","7009 E ACOMA DR, SCOTTSDALE, AZ, 85254","-111.93066789479889,33.61896971375387","128603871","R"
"1012","4117 W Alta Vista Rd, Phoenix, AZ, 85041","Match","Exact","4117 W ALTA VISTA RD, PHOENIX, AZ, 85041","-112.14720932578257,33.38791259930099","128202379","L"
"1254","9204 S 7th Pl, Phoenix, AZ, 85042","Match","Exact","9204 S 7TH PL, PHOENIX, AZ, 85042","-112.06530132562852,33.36307021765731","128282463","L"
"833","4204 N 38th St, Phoenix, AZ, 85018","Match","Exact","4204 N 38TH ST, PHOENIX, AZ, 85018","-111.99987216032184,33.49711991434981","128920674","L"
"834","222 E  Jefferson St, Phoenix, AZ, 85004","Match","Exact","222 E JEFFERSON ST, PHOENIX, AZ, 85004","-112.07090140607386,33.44673906526276","128300920","R"
"835","188 E  Jefferson St, Phoenix, AZ, 85004","Match","Exact","188 E JEFFERSON ST, PHOENIX, AZ, 85004","-112.07140866417274,33.44690582340763","128840400","L"
"836","20600 N  55th St, Phoenix, AZ, 85054","No_Match"
"837","15826 N   Rd, Scottsdale, AZ, 85254","No_Match"
"838","1555 E Ocotillo Rd, Phoenix, AZ, 85014","Match","Exact","1555 E OCOTILLO RD, PHOENIX, AZ, 85014","-112.04860190987279,33.53454957415909","128209134","R"
"839","2300 E  Campbell Ave  Unit 318, Phoenix, AZ, 85016","Match","Exact","2300 E CAMPBELL AVE, PHOENIX, AZ, 85016","-112.03229434696323,33.50211120679779","612219875","L"
"1033","2141 W  Madison St, Phoenix, AZ, 85009","Match","Exact","2141 W MADISON ST, PHOENIX, AZ, 85009","-112.10530055210427,33.44587786412336","128210896","L"
"1275","2001 W Morten Ave, Phoenix, AZ, 85021","Match","Exact","2001 W MORTEN AVE, PHOENIX, AZ, 85021","-112.10211014819902,33.54821157511077","128321865","L"
"1032","5110 N  32nd St, Phoenix, AZ, 85018","Match","Exact","5110 N 32ND ST, PHOENIX, AZ, 85018","-112.0130842050624,33.51237422360094","128219172","L"
"1274","9836 N Central Ave, Phoenix, AZ, 85020","Match","Exact","9836 N CENTRAL AVE, PHOENIX, AZ, 85020","-112.0738312408044,33.575309027736694","652595035","L"
"1031","16160 S  50th St, Phoenix, AZ, 85048","Match","Exact","16160 S 50TH ST, PHOENIX, AZ, 85048","-111.97611993980661,33.298410886092086","646535368","R"
"1273","4416 N 35th Ave, Phoenix, AZ, 85017","Match","Exact","4416 N 35TH AVE, PHOENIX, AZ, 85017","-112.1342923494127,33.500730088669684","128199234","L"
"1030","3131 E  Legacy Dr Unit 2103, Phoenix, AZ, 85042","Match","Exact","3131 E LEGACY DR, PHOENIX, AZ, 85042","-112.01371650555603,33.38474906198854","243926741","R"
