Unique ID,Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC,Address,Match,Exact,Formatted Address,Coordinates,N,LR
380,https://www.zillow.com/homedetails/13635-N-23rd-Ave-1-Phoenix-AZ-85029/2059274436_zpid/,Apartment,1200.0,500.0,sqft,2.4,,1.0,13635 N 23rd Ave,Phoenix,85029,AZ,USA,1.0,"13635 N 23rd Ave, Phoenix, AZ, 85029",Match,Exact,"13635 N 23RD AVE, PHOENIX, AZ, 85029","-112.10778726840556,33.6093832930319",128914388.0,R
381,https://www.zillow.com/homedetails/2333-W-Glenrosa-Ave-SUITE-117-Phoenix-AZ-85015/71628099_zpid/,Apartment,1200.0,825.0,sqft,1.45,2.0,1.0,2333 W Glenrosa Ave SUITE 117,Phoenix,85015,AZ,USA,1.0,"2333 W Glenrosa Ave SUITE 117, Phoenix, AZ, 85015",Match,Exact,"2333 W GLENROSA AVE, PHOENIX, AZ, 85015","-112.10927296261298,33.49856689528116",128961910.0,L
382,https://www.zillow.com/homedetails/5019-N-22nd-Ave-APT-8-Phoenix-AZ-85015/2054952932_zpid/,Apartment,1200.0,800.0,sqft,1.5,2.0,1.0,5019 N 22nd Ave,Phoenix,85015,AZ,USA,1.0,"5019 N 22nd Ave, Phoenix, AZ, 85015",Match,Exact,"5019 N 22ND AVE, PHOENIX, AZ, 85015","-112.10622417598029,33.50992944975519",128204771.0,R
383,https://www.zillow.com/homedetails/610-N-4th-Ave-APT-6-Phoenix-AZ-85003/2100288153_zpid/,Apartment,1200.0,525.0,sqft,2.29,1.0,1.0,610 N 4th Ave,Phoenix,85003,AZ,USA,1.0,"610 N 4th Ave, Phoenix, AZ, 85003",Match,Exact,"610 N 4TH AVE, PHOENIX, AZ, 85003","-112.07900953640313,33.454891125417475",128211917.0,L
384,https://www.zillow.com/homedetails/3245-W-Jefferson-St-APT-1-Phoenix-AZ-85009/2102676677_zpid/,Apartment,1200.0,750.0,sqft,1.6,2.0,1.0,3245 W Jefferson St,Phoenix,85009,AZ,USA,1.0,"3245 W Jefferson St, Phoenix, AZ, 85009",Match,Exact,"3245 W JEFFERSON ST, PHOENIX, AZ, 85009","-112.12948689829773,33.44667643536769",128202135.0,L
385,https://www.zillow.com/homedetails/729-W-Coolidge-St-Phoenix-AZ-85013/2103194983_zpid/,Apartment,1200.0,750.0,sqft,1.6,1.0,1.0,729 W Coolidge St,Phoenix,85013,AZ,USA,1.0,"729 W Coolidge St, Phoenix, AZ, 85013",Match,Exact,"729 W COOLIDGE ST, PHOENIX, AZ, 85013","-112.08282828102585,33.50475263335778",128206117.0,L
386,https://www.zillow.com/homedetails/2980-W-Foothill-Dr-APT-16-Phoenix-AZ-85027/2118352416_zpid/,Apartment,1200.0,800.0,sqft,1.5,1.0,1.0,2980 W Foothill Dr,Phoenix,85027,AZ,USA,1.0,"2980 W Foothill Dr, Phoenix, AZ, 85027",Match,Exact,"2980 W FOOTHILL DR, PHOENIX, AZ, 85027","-112.12369130095152,33.68935614849016",128178866.0,L
387,https://www.zillow.com/homedetails/13235-N-21st-Pl-2-Phoenix-AZ-85022/72105073_zpid/,Apartment,1200.0,798.0,sqft,1.5,2.0,1.0,13235 N 21st Pl,Phoenix,85022,AZ,USA,1.0,"13235 N 21st Pl, Phoenix, AZ, 85022",Match,Exact,"13235 N 21ST PL, PHOENIX, AZ, 85022","-112.03780224328193,33.606998024899724",642854657.0,R
388,https://www.zillow.com/homedetails/6902-E-Chauncey-Ln-3162-Phoenix-AZ-85054/343979700_zpid/,Apartment,1200.0,715.0,sqft,1.68,1.0,1.0,6902 E Chauncey Ln,Phoenix,85054,AZ,USA,0.0,"6902 E Chauncey Ln, Phoenix, AZ, 85054",Match,Exact,"6902 E CHAUNCEY LN, PHOENIX, AZ, 85054","-111.93149949944706,33.6516011434324",649821757.0,L
389,https://www.zillow.com/homedetails/1321-W-Vogel-Ave-APT-5-Phoenix-AZ-85021/2053763746_zpid/,Apartment,1200.0,800.0,sqft,1.5,2.0,1.0,1321 W Vogel Ave,Phoenix,85021,AZ,USA,1.0,"1321 W Vogel Ave, Phoenix, AZ, 85021",Match,Exact,"1321 W VOGEL AVE, PHOENIX, AZ, 85021","-112.08928520310138,33.573022339313184",128203568.0,L
390,https://www.zillow.com/homedetails/1123-W-Fillmore-St-APT-1-Phoenix-AZ-85007/2055717134_zpid/,Apartment,1200.0,700.0,sqft,1.71,2.0,1.0,1123 W Fillmore St,Phoenix,85007,AZ,USA,1.0,"1123 W Fillmore St, Phoenix, AZ, 85007",Match,Exact,"1123 W FILLMORE ST, PHOENIX, AZ, 85007","-112.08727511671435,33.455076721300884",128211801.0,L
391,https://www.zillow.com/homedetails/Phoenix-AZ-85020/7786932_zpid/,Apartment,1350.0,500.0,sqft,2.7,1.0,1.0,,Phoenix,85020,AZ,USA,0.0,", Phoenix, AZ, 85020",No_Match,,,,,
392,https://www.zillow.com/b/408-w-earll-drive-7-phoenix-az-9TTtNd/,Apartment,1200.0,700.0,sqft,1.71,1.0,1.0,408 W Earll Dr,Phoenix,85013,AZ,USA,0.0,"408 W Earll Dr, Phoenix, AZ, 85013",Match,Exact,"408 W EARLL DR, PHOENIX, AZ, 85013","-112.0803471652286,33.48395537767112",128211259.0,R
393,https://www.zillow.com/b/15-on-cambridge-phoenix-az-5fwLWZ/,Building,,,,,,,1632 E  Cambridge Ave,Phoenix,85006,AZ,USA,1.0,"1632 E  Cambridge Ave, Phoenix, AZ, 85006",Match,Exact,"1632 E CAMBRIDGE AVE, PHOENIX, AZ, 85006","-112.04617838201335,33.477571302238005",652697531.0,L
394,https://www.zillow.com/apartments/phoenix-az/rise-midtown/5XhyJP/,Building,,,,,,,3815 N  16th St   b99,Phoenix,85016,AZ,USA,1.0,"3815 N  16th St   b99, Phoenix, AZ, 85016",Match,Non_Exact,"3815 N 16TH ST, PHOENIX, AZ, 85016","-112.0475696845968,33.49102186422948",128209700.0,R
395,https://www.zillow.com/b/devonshire-apartments-phoenix-az-5XwW34/,Apartment,1200.0,620.0,sqft,1.94,1.0,1.0,2414 W Devonshire Ave,Phoenix,85015,AZ,USA,0.0,"2414 W Devonshire Ave, Phoenix, AZ, 85015",Match,Exact,"2414 W DEVONSHIRE AVE, PHOENIX, AZ, 85015","-112.11085147014717,33.496895671162235",128918577.0,R
396,https://www.zillow.com/apartments/phoenix-az/arcadia-haus/9TVJR2/,Building,,,,,,,4025 N  40th St,Phoenix,85018,AZ,USA,1.0,"4025 N  40th St, Phoenix, AZ, 85018",Match,Exact,"4025 N 40TH ST, PHOENIX, AZ, 85018","-111.99536715405327,33.49387572527087",128220278.0,R
397,https://www.zillow.com/homedetails/725-W-Vogel-Ave-Phoenix-AZ-85021/2102270033_zpid/,Apartment,1200.0,785.0,sqft,1.53,2.0,1.0,725 W Vogel Ave,Phoenix,85021,AZ,USA,1.0,"725 W Vogel Ave, Phoenix, AZ, 85021",Match,Exact,"725 W VOGEL AVE, PHOENIX, AZ, 85021","-112.08336887146521,33.57303357074852",642857421.0,L
398,https://www.zillow.com/b/capri-on-glenrosa-phoenix-az-9TV3kv/,Building,,,,,,,2420 W  Glenrosa Ave,Phoenix,85015,AZ,USA,0.0,"2420 W  Glenrosa Ave, Phoenix, AZ, 85015",Match,Exact,"2420 W GLENROSA AVE, PHOENIX, AZ, 85015","-112.11101855060349,33.49866915490418",128961911.0,R
399,https://www.zillow.com/b/spacious-triplex-phoenix-az-5Z4DdZ/,Apartment,1200.0,600.0,sqft,2.0,1.0,1.0,5112 N 28th Dr,Phoenix,85017,AZ,USA,0.0,"5112 N 28th Dr, Phoenix, AZ, 85017",Match,Exact,"5112 N 28TH DR, PHOENIX, AZ, 85017","-112.12026140385939,33.51144476881478",128204489.0,L
400,https://www.zillow.com/b/1510-east-pierce-street-02-phoenix-az-5YBVGN/,Apartment,1200.0,616.0,sqft,1.95,2.0,1.0,1510 E Pierce St,Phoenix,85006,AZ,USA,0.0,"1510 E Pierce St, Phoenix, AZ, 85006",Match,Exact,"1510 E PIERCE ST, PHOENIX, AZ, 85006","-112.0496591160005,33.455878176341514",128214679.0,L
401,https://www.zillow.com/apartments/phoenix-az/the-grayson-on-the-rail/9TWWJc/,Building,,,,,,,5300 E  Washington St Unit 3408,Phoenix,85034,AZ,USA,1.0,"5300 E  Washington St Unit 3408, Phoenix, AZ, 85034",Match,Exact,"5300 E WASHINGTON ST, PHOENIX, AZ, 85034","-111.96778619547706,33.446167361368055",128946974.0,L
402,https://www.zillow.com/apartments/phoenix-az/elara-at-paradise-valley/5XhyHk/,Building,,,,,,,15202 N  40th St,Phoenix,85032,AZ,USA,1.0,"15202 N  40th St, Phoenix, AZ, 85032",Match,Exact,"15202 N 40TH ST, PHOENIX, AZ, 85032","-111.99609328076758,33.62453625765261",637534882.0,L
403,https://www.zillow.com/apartments/phoenix-az/palm-crest-at-station-40/5XhyRS/,Building,,,,,,,3816 N  83rd Ave,Phoenix,85033,AZ,USA,1.0,"3816 N  83rd Ave, Phoenix, AZ, 85033",Match,Exact,"3816 N 83RD AVE, PHOENIX, AZ, 85033","-112.2378460658768,33.48925118412012",128170894.0,L
404,https://www.zillow.com/apartments/phoenix-az/mozaic-at-steele-park/5XjvMt/,Building,,,,,,,411 E  Indian School Rd,Phoenix,85012,AZ,USA,0.0,"411 E  Indian School Rd, Phoenix, AZ, 85012",Match,Exact,"411 E INDIAN SCHOOL RD, PHOENIX, AZ, 85012","-112.06782718836723,33.49473258358779",637414758.0,R
405,https://www.zillow.com/apartments/phoenix-az/flatz-602/CFjGcz/,Building,,,,,,,6025 W  Thomas Rd,Phoenix,85033,AZ,USA,1.0,"6025 W  Thomas Rd, Phoenix, AZ, 85033",Match,Exact,"6025 W THOMAS RD, PHOENIX, AZ, 85033","-112.18865999125069,33.48044907698966",128200074.0,L
406,https://www.zillow.com/apartments/phoenix-az/bell-cove/5XhyLj/,Building,,,,,,,17239 N  19th Ave,Phoenix,85023,AZ,USA,1.0,"17239 N  19th Ave, Phoenix, AZ, 85023",Match,Exact,"17239 N 19TH AVE, PHOENIX, AZ, 85023","-112.09965377480626,33.64225088912417",612683929.0,R
407,https://www.zillow.com/apartments/phoenix-az/roosevelt-square/5XhyY9/,Building,,,,,,,121 W  Portland St,Phoenix,85003,AZ,USA,0.0,"121 W  Portland St, Phoenix, AZ, 85003",Match,Exact,"121 W PORTLAND ST, PHOENIX, AZ, 85003","-112.0751646373264,33.45988686910164",128843489.0,L
408,https://www.zillow.com/apartments/phoenix-az/monte-viejo/5XhyQX/,Building,,,,,,,2220 E  Beardsley Rd,Phoenix,85024,AZ,USA,0.0,"2220 E  Beardsley Rd, Phoenix, AZ, 85024",Match,Exact,"2220 E BEARDSLEY RD, PHOENIX, AZ, 85024","-112.03432613612921,33.669603800355105",244018594.0,L
409,https://www.zillow.com/homedetails/1321-W-Sahuaro-Dr-1-Phoenix-AZ-85029/2073379169_zpid/,Apartment,1220.0,700.0,sqft,1.74,2.0,1.0,1321 W Sahuaro Dr,Phoenix,85029,AZ,USA,1.0,"1321 W Sahuaro Dr, Phoenix, AZ, 85029",Match,Exact,"1321 W SAHUARO DR, PHOENIX, AZ, 85029","-112.08926225920027,33.58386956958577",128203269.0,L
410,https://www.zillow.com/apartments/phoenix-az/inhabit-on-7th/5ZJsH8/,Building,,,,,,,5615 N  7th St,Phoenix,85014,AZ,USA,0.0,"5615 N  7th St, Phoenix, AZ, 85014",Match,Exact,"5615 N 7TH ST, PHOENIX, AZ, 85014","-112.06492852470456,33.5189236617631",128208314.0,R
411,https://www.zillow.com/apartments/phoenix-az/the-phoenix-apartments/5XhyXq/,Building,,,,,,,3633 N  6th Ave,Phoenix,85013,AZ,USA,1.0,"3633 N  6th Ave, Phoenix, AZ, 85013",Match,Exact,"3633 N 6TH AVE, PHOENIX, AZ, 85013","-112.08174949283818,33.48982131066572",128885522.0,R
412,https://www.zillow.com/apartments/phoenix-az/residences-at-fortytwo25-apartments/5XhyXk/,Building,,,,,,,4225 E  McDowell Rd,Phoenix,85008,AZ,USA,0.0,"4225 E  McDowell Rd, Phoenix, AZ, 85008",Match,Exact,"4225 E MCDOWELL RD, PHOENIX, AZ, 85008","-111.99084098827058,33.46559158054566",243921028.0,R
413,https://www.zillow.com/apartments/phoenix-az/ritz-towers/5Xk7VN/,Apartment,1225.0,425.0,sqft,2.88,,1.0,328 E Willetta St,Phoenix,85004,AZ,USA,0.0,"328 E Willetta St, Phoenix, AZ, 85004",Match,Exact,"328 E WILLETTA ST, PHOENIX, AZ, 85004","-112.0687758844785,33.463996176232115",128213073.0,L
414,https://www.zillow.com/apartments/phoenix-az/oasis-in-the-city/5XhyS2/,Building,,,,,,,6202 N  16th St,Phoenix,85016,AZ,USA,0.0,"6202 N  16th St, Phoenix, AZ, 85016",Match,Exact,"6202 N 16TH ST, PHOENIX, AZ, 85016","-112.04755625818552,33.52742624542225",128209171.0,L
415,https://www.zillow.com/homedetails/1013-W-Indian-School-Rd-APT-B-Phoenix-AZ-85013/2089807123_zpid/,Apartment,1225.0,657.0,sqft,1.86,1.0,1.0,1013 W Indian School Rd APT B,Phoenix,85013,AZ,USA,1.0,"1013 W Indian School Rd APT B, Phoenix, AZ, 85013",Match,Non_Exact,"1013 W INDIAN SCHOOL RD, PHOENIX, AZ, 85013","-112.08614770839051,33.494869403818825",128206263.0,L
416,https://www.zillow.com/homedetails/2843-E-Monte-Cristo-Ave-APT-101-Phoenix-AZ-85032/2092377100_zpid/,Apartment,1225.0,1064.0,sqft,1.15,2.0,2.0,2843 E Monte Cristo Ave,Phoenix,85032,AZ,USA,0.0,"2843 E Monte Cristo Ave, Phoenix, AZ, 85032",Match,Exact,"2843 E MONTE CRISTO AVE, PHOENIX, AZ, 85032","-112.02076186822887,33.632144142037646",128281609.0,R
417,https://www.zillow.com/homedetails/1827-W-Tuckey-Ln-16-Phoenix-AZ-85015/340836741_zpid/,Apartment,1235.0,900.0,sqft,1.37,2.0,1.0,1827 W Tuckey Ln,Phoenix,85015,AZ,USA,1.0,"1827 W Tuckey Ln, Phoenix, AZ, 85015",Match,Exact,"1827 W TUCKEY LN, PHOENIX, AZ, 85015","-112.09809717669566,33.53442413110491",128918617.0,L
418,https://www.zillow.com/apartments/phoenix-az/the-maxwell/5ZbKZV/,Apartment,1235.0,850.0,sqft,1.45,2.0,2.0,4308 N Longview Ave,Phoenix,85014,AZ,USA,1.0,"4308 N Longview Ave, Phoenix, AZ, 85014",Match,Exact,"4308 N LONGVIEW AVE, PHOENIX, AZ, 85014","-112.05435291277303,33.498393649638615",128919060.0,L
419,https://www.zillow.com/apartments/phoenix-az/altura/BPfwnt/,Building,,,,,,,330 E  Pierce St,Phoenix,85004,AZ,USA,1.0,"330 E  Pierce St, Phoenix, AZ, 85004",Match,Exact,"330 E PIERCE ST, PHOENIX, AZ, 85004","-112.06911730038792,33.455601703579134",128213508.0,L
420,https://www.zillow.com/apartments/phoenix-az/reveal/5XhyLc/,Building,,,,,,,17617 N  9th St,Phoenix,85022,AZ,USA,1.0,"17617 N  9th St, Phoenix, AZ, 85022",Match,Exact,"17617 N 9TH ST, PHOENIX, AZ, 85022","-112.06111673238382,33.64579164743344",128914666.0,R
421,https://www.zillow.com/apartments/phoenix-az/the-pointe-at-south-mountain/5ZG3Gw/,Building,,,,,,,8809 S  Pointe Pkwy E,Phoenix,85044,AZ,USA,1.0,"8809 S  Pointe Pkwy E, Phoenix, AZ, 85044",Match,Exact,"8809 S POINTE PKWY E, PHOENIX, AZ, 85044","-111.9705200835383,33.36757337015956",642658203.0,L
422,https://www.zillow.com/homedetails/4820-N-89th-Ave-UNIT-74-Phoenix-AZ-85037/7480641_zpid/,Apartment,1245.0,803.0,sqft,1.55,2.0,2.0,4820 N 89th Ave,Phoenix,85037,AZ,USA,0.0,"4820 N 89th Ave, Phoenix, AZ, 85037",Match,Exact,"4820 N 89TH AVE, PHOENIX, AZ, 85037","-112.25081615724207,33.50707838574277",128170429.0,L
423,https://www.zillow.com/apartments/phoenix-az/mv-on-3rd/5XhyQd/,Building,,,,,,,302 E  Monte Vista Rd,Phoenix,85004,AZ,USA,1.0,"302 E  Monte Vista Rd, Phoenix, AZ, 85004",Match,Exact,"302 E MONTE VISTA RD, PHOENIX, AZ, 85004","-112.06927306915662,33.47119682053892",128213061.0,L
424,https://www.zillow.com/homedetails/1246-E-Weldon-Ave-Phoenix-AZ-85014/2078611276_zpid/,Apartment,1245.0,700.0,sqft,1.78,1.0,1.0,1246 E Weldon Ave,Phoenix,85014,AZ,USA,1.0,"1246 E Weldon Ave, Phoenix, AZ, 85014",Match,Exact,"1246 E WELDON AVE, PHOENIX, AZ, 85014","-112.05493492691994,33.49024917192736",128209091.0,L
425,https://www.zillow.com/b/a544-phoenix-az-9TTZzY/,Apartment,1245.0,,,,2.0,1.0,1509 W Pierce St,Phoenix,85007,AZ,USA,0.0,"1509 W Pierce St, Phoenix, AZ, 85007",Match,Exact,"1509 W PIERCE ST, PHOENIX, AZ, 85007","-112.09145651860638,33.45585276729366",128211566.0,L
426,https://www.zillow.com/apartments/phoenix-az/revival-midtown-new/5XqqXb/,Apartment,1249.0,625.0,sqft,2.0,1.0,1.0,1220 E Medlock Dr,Phoenix,85014,AZ,USA,0.0,"1220 E Medlock Dr, Phoenix, AZ, 85014",Match,Exact,"1220 E MEDLOCK DR, PHOENIX, AZ, 85014","-112.0557362572028,33.511466330053054",244028909.0,L
427,https://www.zillow.com/b/1819-e-sheridan-st-phoenix-az-5YWxvS/,Apartment,1249.0,680.0,sqft,1.84,1.0,1.0,1819 E Sheridan St,Phoenix,85006,AZ,USA,0.0,"1819 E Sheridan St, Phoenix, AZ, 85006",Match,Exact,"1819 E SHERIDAN ST, PHOENIX, AZ, 85006","-112.04286142044907,33.47475358201268",128214191.0,R
428,https://www.zillow.com/b/1921-e.-virginia-ave-phoenix-az-5YndtG/,Building,,,,,,,1921 E  Virginia Ave,Phoenix,85006,AZ,USA,0.0,"1921 E  Virginia Ave, Phoenix, AZ, 85006",Match,Exact,"1921 E VIRGINIA AVE, PHOENIX, AZ, 85006","-112.0402179815382,33.47658058162506",128214386.0,R
429,https://www.zillow.com/b/1702-w-tuckey-ln-phoenix-az-5Xks4m/,Building,,,,,,,1702 W  Tuckey Ln Unit 232,Phoenix,85015,AZ,USA,1.0,"1702 W  Tuckey Ln Unit 232, Phoenix, AZ, 85015",Match,Exact,"1702 W TUCKEY LN, PHOENIX, AZ, 85015","-112.095602694192,33.53438055221494",128918617.0,R
430,https://www.zillow.com/b/2726-e-culver-st-phoenix-az-9TTfDQ/,Building,,,,,,,2726 E  Culver St -B,Phoenix,85008,AZ,USA,0.0,"2726 E  Culver St -B, Phoenix, AZ, 85008",Match,Non_Exact,"2726 E CULVER ST, PHOENIX, AZ, 85008","-112.0233402627681,33.46316817397144",128222969.0,L
431,https://www.zillow.com/homedetails/18416-N-Cave-Creek-Rd-APT-2051-Phoenix-AZ-85032/68537118_zpid/,Apartment,1250.0,748.0,sqft,1.67,1.0,1.0,18416 N Cave Creek Rd,Phoenix,85032,AZ,USA,0.0,"18416 N Cave Creek Rd, Phoenix, AZ, 85032",Match,Exact,"18416 N CAVE CREEK RD, PHOENIX, AZ, 85032","-112.03092380582223,33.6533731457705",647663192.0,L
432,https://www.zillow.com/b/2228-n-52nd-st-phoenix-az-5Xk7Tf/,Building,,,,,,,2228 N  52nd St Unit 107,Phoenix,85008,AZ,USA,1.0,"2228 N  52nd St Unit 107, Phoenix, AZ, 85008",Match,Exact,"2228 N 52ND ST, PHOENIX, AZ, 85008","-111.96974725990088,33.472128952866115",128265554.0,L
433,https://www.zillow.com/homedetails/10802-N-16th-Ave-APT-4-Phoenix-AZ-85029/345291780_zpid/,Apartment,1250.0,965.0,sqft,1.3,2.0,2.0,10802 N 16th Ave,Phoenix,85029,AZ,USA,0.0,"10802 N 16th Ave, Phoenix, AZ, 85029",Match,Exact,"10802 N 16TH AVE, PHOENIX, AZ, 85029","-112.09423874326751,33.58403742884491",128262143.0,L
434,https://www.zillow.com/homedetails/3415-E-Earll-Dr-APT-F-Phoenix-AZ-85018/345609989_zpid/,Apartment,1250.0,800.0,sqft,1.56,2.0,1.0,3415 E Earll Dr APT F,Phoenix,85018,AZ,USA,1.0,"3415 E Earll Dr APT F, Phoenix, AZ, 85018",Match,Non_Exact,"3415 E EARLL DR, PHOENIX, AZ, 85018","-112.00801179485762,33.484095578914776",128223084.0,R
435,https://www.zillow.com/b/2521-n-11th-st-phoenix-az-9TTYh7/,Building,,,,,,,2521 N  11th St,Phoenix,85006,AZ,USA,1.0,"2521 N  11th St, Phoenix, AZ, 85006",Match,Exact,"2521 N 11TH ST, PHOENIX, AZ, 85006","-112.05838278991024,33.47518140959369",128213153.0,R
436,"https://www.zillow.com/b/1832-e-harvard-st,-phoenix,-az-85006-phoenix-az-9TTXhg/",Building,,,,,,,1832 E  Harvard St,Phoenix,85006,AZ,USA,1.0,"1832 E  Harvard St, Phoenix, AZ, 85006",Match,Exact,"1832 E HARVARD ST, PHOENIX, AZ, 85006","-112.0425695904554,33.47396302408936",128214396.0,L
437,https://www.zillow.com/homedetails/633-N-6th-Ave-APT-4-Phoenix-AZ-85003/2071073306_zpid/,Apartment,1250.0,778.0,sqft,1.61,2.0,1.0,633 N 6th Ave,Phoenix,85003,AZ,USA,1.0,"633 N 6th Ave, Phoenix, AZ, 85003",Match,Exact,"633 N 6TH AVE, PHOENIX, AZ, 85003","-112.0813264869198,33.45510167683858",128211899.0,R
438,https://www.zillow.com/homedetails/2532-N-49th-St-APT-1-Phoenix-AZ-85008/2118168660_zpid/,Apartment,1250.0,785.0,sqft,1.59,1.0,1.0,2532 N 49th St,Phoenix,85008,AZ,USA,1.0,"2532 N 49th St, Phoenix, AZ, 85008",Match,Exact,"2532 N 49TH ST, PHOENIX, AZ, 85008","-111.97604574827767,33.475518196504424",128223862.0,L
439,https://www.zillow.com/homedetails/8241-N-34th-Dr-Phoenix-AZ-85051/7751740_zpid/,Apartment,1250.0,924.0,sqft,1.35,2.0,1.0,8241 N 34th Dr,Phoenix,85051,AZ,USA,0.0,"8241 N 34th Dr, Phoenix, AZ, 85051",Match,Exact,"8241 N 34TH DR, PHOENIX, AZ, 85051","-112.13356813020812,33.55798020181919",128264540.0,R
440,https://www.zillow.com/homedetails/7557-N-Dreamy-Draw-Dr-UNIT-222-Phoenix-AZ-85020/7806833_zpid/,Apartment,1250.0,660.0,sqft,1.89,1.0,1.0,7557 N Dreamy Draw Dr,Phoenix,85020,AZ,USA,1.0,"7557 N Dreamy Draw Dr, Phoenix, AZ, 85020",Match,Exact,"7557 N DREAMY DRAW DR, PHOENIX, AZ, 85020","-112.04179153577144,33.54866011623665",128371103.0,R
441,https://www.zillow.com/homedetails/1915-N-26th-Pl-APT-2-Phoenix-AZ-85008/340040231_zpid/,Apartment,1250.0,700.0,sqft,1.79,1.0,1.0,1915 N 26th Pl,Phoenix,85008,AZ,USA,1.0,"1915 N 26th Pl, Phoenix, AZ, 85008",Match,Exact,"1915 N 26TH PL, PHOENIX, AZ, 85008","-112.02476074145164,33.46887283396683",128222923.0,R
442,https://www.zillow.com/homedetails/1606-W-Taylor-St-A-Phoenix-AZ-85007/2065627191_zpid/,Apartment,1250.0,,,,2.0,1.0,1606 W Taylor St,Phoenix,85007,AZ,USA,0.0,"1606 W Taylor St, Phoenix, AZ, 85007",Match,Exact,"1606 W TAYLOR ST, PHOENIX, AZ, 85007","-112.09365068416389,33.45413958317272",128211578.0,R
443,https://www.zillow.com/homedetails/147-W-McDowell-Rd-A-Phoenix-AZ-85003/2086631324_zpid/,Apartment,1250.0,600.0,sqft,2.08,,1.0,147 W McDowell Rd,Phoenix,85003,AZ,USA,1.0,"147 W McDowell Rd, Phoenix, AZ, 85003",Match,Exact,"147 W MCDOWELL RD, PHOENIX, AZ, 85003","-112.07645181412045,33.46569906500008",128211447.0,L
444,https://www.zillow.com/homedetails/3320-W-Northern-Ave-UNIT-4-Phoenix-AZ-85051/2122929035_zpid/,Apartment,1250.0,900.0,sqft,1.39,2.0,1.0,3320 W Northern Ave,Phoenix,85051,AZ,USA,1.0,"3320 W Northern Ave, Phoenix, AZ, 85051",Match,Exact,"3320 W NORTHERN AVE, PHOENIX, AZ, 85051","-112.130832878077,33.55315916734588",128197508.0,R
445,https://www.zillow.com/b/51st2006-phoenix-az-5ZmqzS/,Building,,,,,,,2006 N  51st St,Phoenix,85008,AZ,USA,0.0,"2006 N  51st St, Phoenix, AZ, 85008",Match,Exact,"2006 N 51ST ST, PHOENIX, AZ, 85008","-111.97200244694153,33.46937740536339",652693809.0,L
446,https://www.zillow.com/homedetails/1041-E-Whitton-Ave-Phoenix-AZ-85014/81974219_zpid/,Apartment,1250.0,550.0,sqft,2.27,1.0,1.0,1041 E Whitton Ave,Phoenix,85014,AZ,USA,1.0,"1041 E Whitton Ave, Phoenix, AZ, 85014",Match,Exact,"1041 E WHITTON AVE, PHOENIX, AZ, 85014","-112.05938358365074,33.48919858090625",128209084.0,R
447,https://www.zillow.com/apartments/phoenix-az/120-w-dobbins-rd/5YCCR4/,Building,,,,,,,120 W  Dobbins Rd,Phoenix,85041,AZ,USA,0.0,"120 W  Dobbins Rd, Phoenix, AZ, 85041",Match,Exact,"120 W DOBBINS RD, PHOENIX, AZ, 85041","-112.07486515193091,33.36331095357701",128217684.0,R
448,https://www.zillow.com/homedetails/2104-E-Eugie-Ter-APT-107-Phoenix-AZ-85022/347056123_zpid/,Apartment,1250.0,800.0,sqft,1.56,2.0,1.0,2104 E Eugie Ter,Phoenix,85022,AZ,USA,1.0,"2104 E Eugie Ter, Phoenix, AZ, 85022",Match,Exact,"2104 E EUGIE TER, PHOENIX, AZ, 85022","-112.03778513377665,33.610235807550964",128183930.0,L
449,https://www.zillow.com/homedetails/1904-E-Maryland-Ave-APT-9-Phoenix-AZ-85016/347114132_zpid/,Apartment,1250.0,850.0,sqft,1.47,2.0,1.0,1904 E Maryland Ave,Phoenix,85016,AZ,USA,0.0,"1904 E Maryland Ave, Phoenix, AZ, 85016",Match,Exact,"1904 E MARYLAND AVE, PHOENIX, AZ, 85016","-112.04011449842261,33.53106835363906",642858677.0,L
450,https://www.zillow.com/apartments/phoenix-az/melvin/C4Gcgr/,Building,,,,,,,3101 W  Melvin St,Phoenix,85009,AZ,USA,0.0,"3101 W  Melvin St, Phoenix, AZ, 85009",Match,Exact,"3101 W MELVIN ST, PHOENIX, AZ, 85009","-112.12607648158303,33.452208873897916",128210550.0,L
451,"https://www.zillow.com/b/818-n-39th-ave,-phoenix-az-phoenix-az-9TTqCb/",Apartment,1250.0,855.0,sqft,1.46,2.0,1.0,818 N 39th Ave,Phoenix,85009,AZ,USA,1.0,"818 N 39th Ave, Phoenix, AZ, 85009",Match,Exact,"818 N 39TH AVE, PHOENIX, AZ, 85009","-112.14319821364973,33.457298754648036",128201980.0,L
452,https://www.zillow.com/b/4444-paradise-village-pkwy-n-phoenix-az-BTcVz9/,Building,,,,,,,4444 E  Paradise Village Pkwy N  Unit 123,Phoenix,85032,AZ,USA,0.0,"4444 E  Paradise Village Pkwy N  Unit 123, Phoenix, AZ, 85032",Match,Exact,"4444 E PARADISE VILLAGE PKWY N, PHOENIX, AZ, 85032","-111.98528618411075,33.60504858764779",128186917.0,R
